id,no_img_bathroom,no_img_bedroom,no_img_dining,no_img_hallway,no_img_kitchen,no_img_living,no_img_others,count,brightness,contrast
22501765,0,3,0,2,1,4,1,11,121.76852174815282,0.9985850725150336
2251998,7,15,0,2,1,1,3,29,152.66453461912744,0.9854177148628935
22539657,2,4,0,0,1,2,4,13,155.3170317051867,0.9898918875599617
22540446,4,7,0,1,3,0,0,15,206.35075319871152,0.9704419538215042
22541065,2,6,0,0,1,5,0,14,167.92268292195493,0.9993997599039616
225414,3,3,2,0,2,2,3,15,156.19874689837619,1.0
225421,4,4,0,0,0,0,0,8,118.81948582499086,1.0
22563961,0,2,1,0,0,1,1,5,126.88955815972221,1.0
22592549,2,4,0,0,2,1,1,10,124.42185437111777,0.9968252480274978
22608150,0,2,0,2,2,6,0,12,111.86847281164268,0.9987029831387808
22645832,0,0,0,0,0,2,0,2,106.75934885036173,1.0
22652424,1,1,0,1,1,1,0,5,118.39713650977367,0.9953488372093023
226540,8,9,0,0,4,6,0,27,150.8783509028254,0.9988391615429658
22678029,1,0,0,0,0,1,0,2,101.96327736125679,1.0
22688254,1,0,0,0,0,0,0,1,113.57297887731481,0.9018867924528302
227106,3,2,0,0,1,1,3,10,160.97175,0.8954997687138994
22714494,2,2,0,0,1,0,1,6,170.69856057723908,0.9986979166666666
22725785,2,2,0,0,2,4,1,11,159.11295068742982,0.9992897727272727
22768576,1,5,2,2,1,4,1,16,150.81879721563783,1.0
227892,2,2,0,0,1,2,2,9,113.49911205032262,1.0
22801341,5,1,1,5,2,1,1,16,166.00655669286905,0.9995059288537549
22844715,5,2,0,0,5,1,6,19,125.45425893131456,0.9882564302292729
22852818,1,1,0,0,0,2,1,5,138.50031237139916,0.9641651518110663
22858219,1,2,1,0,1,2,0,7,134.57607804232802,0.9977678571428571
2286506,3,3,0,0,1,2,2,11,127.62342846871492,1.0
228721,2,2,0,2,2,4,0,12,117.88798586751302,1.0
228867,11,7,5,1,8,8,4,44,136.20521490697513,0.9996448863636364
22929983,1,2,0,0,1,1,0,5,130.78745949074073,1.0
22989043,1,12,0,3,6,7,5,34,167.39632572127366,0.9990844586861982
23029176,6,14,4,7,7,5,1,44,142.67281830403888,0.9998210450966357
230331,2,3,1,0,3,1,0,10,126.16009837224999,0.9655637843977137
23049363,3,2,0,0,0,0,1,6,153.58289106618415,0.9197404636690846
23068721,2,2,2,0,9,3,4,22,113.19121767228644,1.0
23074949,1,1,0,1,0,2,2,7,111.2273840123916,0.9977765425236242
23095584,2,4,2,1,2,2,1,14,150.2160802114751,1.0
23165769,3,1,0,0,1,0,0,5,142.15189196354473,1.0
23194713,4,3,1,0,4,4,4,20,148.5428361605796,0.9960967898832684
23202801,2,2,1,1,2,1,0,9,117.17627727073513,0.9794617968056138
232430,5,6,1,3,1,4,0,20,138.04453313078704,1.0
23246036,2,2,0,2,3,1,0,10,119.36273787937243,0.9797290791316527
23286031,2,5,1,0,1,1,0,10,131.41940665187758,0.996078431372549
23287256,2,2,1,0,0,0,0,5,113.69557361791172,0.9907692307692308
23291865,3,5,2,1,3,4,5,23,120.94950557975808,0.9979645686775092
2329467,2,3,2,0,2,2,2,13,120.995550885519,0.9981971153846154
233119,11,9,0,1,1,4,2,28,168.43570396887597,0.9958339375452615
2331422,2,3,0,0,1,2,0,8,139.69115427276236,0.984525676795289
2331661,3,2,0,1,2,0,0,8,143.94506891023897,0.9961013497081712
23317311,2,3,0,0,3,1,1,10,93.19556995884774,0.99921875
23346342,2,3,1,0,1,1,2,10,141.06547784850824,1.0
23353302,8,16,0,0,10,21,16,71,113.54562089113075,0.9987974163466481
23356347,2,2,0,0,1,6,0,11,116.98515522703892,0.9823457792207791
23356842,6,11,0,1,3,6,1,28,133.99223080805564,0.9997198879551821
23371420,5,8,0,0,2,4,2,21,176.29347762550975,0.9981541882554256
2341626,4,14,2,2,5,3,4,34,144.21238222623148,0.9955616640686621
23481240,1,1,0,1,1,1,0,5,117.68685156249998,0.9968871595330739
23502046,1,1,0,0,1,1,1,5,118.61711448688273,1.0
23510284,2,2,0,0,1,3,4,12,128.84624122598584,0.9780309887773284
23511630,2,0,0,0,1,4,3,10,144.56560326151472,0.99921875
23514701,3,6,0,1,3,2,1,16,168.85302405437483,0.9995059288537549
23536121,2,7,0,1,4,5,1,20,154.24860357188786,0.999609375
23536586,4,11,2,0,3,5,0,25,161.54351030092593,0.9996837944664031
23564240,1,4,0,1,0,1,0,7,128.50720215130804,0.9988839285714286
23593385,9,3,1,2,8,3,6,32,114.31406973125364,0.9985310806000534
23594089,3,6,0,1,2,1,9,22,135.87306670440967,0.9657649197207107
23603963,2,3,0,1,1,1,0,8,105.59367547180427,0.9942528735632183
23609111,1,7,0,0,2,1,2,13,148.78899815164647,1.0
23617813,1,2,0,1,3,3,0,10,170.74349768518516,0.9992094861660078
23624800,2,5,0,0,2,2,0,11,172.86960753367003,0.9992813510600072
23629336,1,6,1,0,3,5,2,18,124.83904515555469,0.9855896852483883
23637470,2,4,0,0,1,2,3,12,153.8924487731313,1.0
23643503,5,12,2,3,2,2,4,30,113.97725909314985,0.996620615598795
23657537,2,0,0,0,0,0,0,2,139.10599537037038,0.99609375
23691885,2,1,0,0,1,2,1,7,119.58387242339066,1.0
23723193,0,1,0,0,1,0,0,2,126.81898003472223,1.0
2373201,3,5,0,0,1,4,3,16,123.61119318137118,0.9970967354235837
23754717,1,7,1,1,0,1,0,11,136.79974682235013,0.9985795454545454
23757088,5,3,0,0,1,0,5,14,142.41023975837035,0.9988839285714286
23798925,0,4,1,1,2,4,2,14,124.62726015314342,0.9950461632979369
23802995,2,6,0,0,1,2,1,12,115.35631286704819,0.998015625
23862643,4,7,0,0,2,2,1,16,186.67914460358799,0.9995059288537549
23931731,4,3,1,2,1,5,3,19,161.21095912062438,0.994389468274607
23968747,0,1,0,0,1,0,0,2,64.86922670717593,1.0
2398709,2,4,0,0,1,2,1,10,113.82816447671739,0.9965755781938327
23995156,8,8,3,0,2,4,2,27,167.81049746199423,0.990659950055411
24002418,3,3,3,1,1,2,2,15,125.07437894375856,0.9925090122894767
24003866,2,5,0,0,1,0,1,9,181.03849397719478,0.9991216512955643
24006158,1,10,0,1,0,4,14,30,107.27645388052981,0.999440629671151
240218,2,3,0,1,0,3,5,14,173.6747559211844,0.9864481539510565
24083971,3,9,0,1,1,5,6,25,141.1938592278145,0.9917348781560975
24088783,1,3,0,1,2,0,0,7,108.28049235743681,1.0
24124678,1,2,1,0,1,2,3,10,142.06218439750512,0.998443579766537
241375,1,5,2,2,6,0,2,18,123.14705202260517,0.9910440066690066
24160076,3,3,0,1,6,5,1,19,148.2625673327117,0.9991776315789473
2416149,3,5,0,0,2,2,3,15,175.16064022268617,0.9963622730220493
24180598,3,5,2,1,2,3,5,21,150.98131613756618,0.9842028250989111
24183277,0,0,1,0,0,0,0,1,112.93275236730084,0.9844357976653697
24222090,3,5,2,3,4,6,4,27,110.58196800564644,0.9997106481481481
24223392,3,10,0,3,2,5,0,23,123.4345028865803,0.9962739330945855
2423396,3,6,0,0,4,5,3,21,159.70171268338768,1.0
24245866,3,9,1,1,2,0,10,26,125.98402943280773,0.9970421826246647
24281379,3,4,0,1,0,1,1,10,116.1976234335979,0.9883206503803222
243209,0,4,0,0,0,3,2,9,111.3548542166781,0.9616854571196115
24324438,2,1,0,0,0,4,0,7,109.52424839204339,1.0
24328758,0,3,0,3,1,3,3,13,125.28942427637305,0.9993990384615384
24345147,1,2,0,0,4,1,1,9,169.3064412222794,0.9991216512955643
24351617,1,2,1,2,3,4,0,13,104.50579190911701,0.9987838248707814
2439212,5,7,0,1,2,1,19,35,138.15964977423286,0.9944939080794222
2445882,2,9,4,1,8,5,5,34,129.08844037224264,0.9997693194925029
24461765,12,9,5,1,10,10,4,51,137.4875418747861,0.9996936274509803
24483996,16,12,10,0,15,14,4,71,134.8693683723957,0.9995607154600756
24485023,6,9,2,1,2,0,1,21,121.88701260828408,0.9981367223892141
2452832,2,7,0,2,2,4,1,18,128.00044069070253,0.994826858108108
245670,4,5,1,0,2,0,1,13,157.78610629096022,1.0
24584843,1,4,0,0,2,1,1,9,167.76225562271375,0.9991216512955643
24585013,2,2,0,0,1,0,2,7,127.3366565852807,0.9889338227434045
24614569,2,7,0,0,3,3,1,16,176.55721571180555,0.999019592765748
24626103,2,3,1,0,2,1,5,14,147.48554675447934,0.9972098214285714
24641549,2,3,0,0,4,0,0,9,172.86953853737998,0.9991216512955643
24644541,2,3,0,0,2,1,2,10,137.96662541795266,0.9984344362745098
24645100,2,1,0,0,5,1,1,10,139.41869155092596,0.9961179983711881
24705377,2,5,0,0,1,3,9,20,120.11405510545266,0.999609375
24713035,3,5,0,0,0,6,5,19,101.11846003898636,0.9991776315789473
24732710,4,14,1,1,4,4,0,28,161.7968414259994,0.9997176736307171
24739857,0,0,0,0,0,1,1,2,80.71248589409723,1.0
24761975,1,3,0,0,1,0,0,5,125.86085844264403,0.9984375
24762169,3,6,1,1,3,2,0,16,143.58063682758538,0.992619926199262
24785103,1,0,0,0,1,3,0,5,125.86762246013375,1.0
24787361,3,0,0,1,1,2,3,10,150.0252188786008,0.9984375
24830411,1,1,0,0,1,1,2,6,148.09353141162214,0.9974059662775616
24846084,2,0,0,1,1,2,3,9,154.55692101051667,0.9982638888888888
24858185,2,6,1,2,1,1,3,16,158.07814456521857,0.971461782730981
24913679,2,4,0,0,4,3,5,18,134.92112193657158,0.9986979166666666
24917479,0,1,0,0,2,0,2,5,117.63716882073045,0.9984375
24925433,2,3,0,1,2,1,0,9,157.77971422039323,0.9991216512955643
24935548,1,3,0,0,1,3,2,10,139.20916030092593,0.9992094861660078
24951533,1,3,0,1,1,6,1,13,119.96247834807295,1.0
24952573,6,9,2,1,2,0,1,21,121.87109012702302,0.9977646985796904
24965892,1,3,0,0,3,3,3,13,158.9667557721985,1.0
24968057,1,2,0,2,2,0,3,10,125.9839230967078,1.0
24978600,3,2,0,0,0,3,2,10,120.19311303485294,0.99921875
24982104,2,3,1,1,1,4,2,14,100.3372942731298,1.0
24998050,2,3,0,1,3,4,0,13,139.4905955624299,0.9975984738777283
25003563,2,3,0,1,1,1,0,8,122.24788628472223,0.9990118577075099
25057715,3,3,0,1,1,1,0,9,141.81880615569273,0.9956662122724099
25064035,2,12,3,3,7,6,21,54,139.88435899804065,0.9922027290448343
25102575,7,5,0,0,5,1,32,50,150.48530954981095,0.9967641846182091
25108558,6,8,0,0,6,3,26,49,157.7929176622528,0.9927970480013485
2512391,2,1,0,0,1,1,5,10,106.52107395914709,0.9825868518059888
25154079,1,3,0,0,0,3,5,12,142.4623548552169,1.0
25179979,2,17,0,1,1,1,0,22,132.52276229453096,0.9918514217921701
25185920,5,1,1,1,2,1,1,12,128.08859464752658,1.0
25244214,6,13,0,1,5,2,5,32,130.14012167888035,0.9970882368724714
25245533,3,0,0,0,2,3,3,11,133.20084075470035,0.9985767602495543
25271281,2,0,0,1,1,2,3,9,154.53289741226567,0.9982638888888888
25280756,2,0,1,0,0,6,1,10,122.18217805643977,0.9866379310344827
252987,4,3,0,2,1,1,0,11,181.31626710713456,0.9691726829810523
25312236,1,3,0,0,0,3,3,10,131.4109691636968,0.9983923037190083
25337898,3,3,0,1,0,4,3,14,129.0738914929631,0.9972527472527473
25370446,1,2,0,0,3,1,0,7,126.91311202509553,1.0
2540597,2,4,2,0,1,2,2,13,106.79399803883744,0.9987980769230769
25425395,0,0,0,0,0,2,0,2,111.14624326376641,1.0
25440672,1,3,0,0,2,0,5,11,148.04170152041246,0.9985739531138154
2544224,2,7,1,0,2,0,1,13,123.22249610487891,1.0
254653,4,3,3,2,1,3,21,37,131.08765847471923,0.9768132264890558
25470316,2,2,1,0,4,2,0,11,117.59665678778525,0.9985795454545454
25498620,5,9,2,0,4,5,0,25,147.83648236882715,0.9990649319066148
25584448,2,8,0,0,1,1,0,12,160.18832233656073,0.9926839320145303
25657258,5,5,1,0,2,2,1,16,170.3160487798997,0.9889656730819096
25719819,1,4,0,0,2,1,1,9,140.22504401005943,0.9991216512955643
2575669,1,1,1,0,1,4,5,13,113.9177806633795,0.9850739997360989
25760998,2,4,0,1,2,0,1,10,117.89999260813185,0.9976277834008098
25764863,4,5,0,1,2,6,6,24,149.92715305430409,0.9845489272048575
25769867,9,9,2,1,0,6,4,31,141.89574223034387,0.9956220820560914
25780906,8,5,2,1,0,5,5,26,142.18212800376836,0.9956365712159252
25795608,2,2,0,1,2,2,2,11,148.41888868429666,0.9992813510600072
25817366,2,5,0,0,3,1,1,12,170.62676182100213,0.9805426815996668
25856758,12,7,5,1,8,9,4,46,139.1571182330863,0.9996603260869565
25861956,10,6,4,1,7,8,4,40,141.38679771204562,0.999609375
25901131,2,6,2,0,2,1,6,19,114.99737238306058,1.0
25906464,3,3,0,2,1,0,0,9,130.9839948238169,0.952707735729304
25967787,2,2,0,0,2,3,1,10,110.280896717464,0.9875
25986821,2,2,0,1,1,1,3,10,145.02085053369342,1.0
25991358,14,12,10,1,14,14,4,69,134.22129410515697,0.9997735507246377
26015190,4,6,3,2,2,1,2,20,136.30787417165178,1.0
26017187,2,4,1,1,4,3,1,16,119.93573474271798,0.99951171875
2602887,6,8,1,1,1,3,22,42,112.12115833687673,0.9974016235871781
26057461,1,0,0,0,1,0,0,2,116.02822016460905,1.0
26059340,1,0,0,0,1,3,1,6,118.50700657471708,1.0
2606617,2,2,2,0,2,9,0,17,113.33983986360748,0.963954120705753
26094038,2,6,2,1,7,1,2,21,144.1092823397753,1.0
26096179,1,2,0,0,3,3,2,11,126.3066610111532,1.0
26096517,1,1,0,0,2,0,2,6,119.1480859375,1.0
26096956,0,3,1,0,2,2,2,10,123.95655087770061,1.0
26099584,1,1,0,1,1,2,0,6,121.50316796340469,1.0
2611057,1,2,0,0,1,4,0,8,179.60810247404896,1.0
26168669,0,5,0,0,0,0,0,5,120.83896325231481,0.9893129770992367
26184455,2,1,0,0,2,4,2,11,109.50508901222878,0.9992897727272727
26185349,0,0,1,0,0,1,0,2,79.17494960455247,1.0
26186776,4,3,0,1,5,3,0,16,155.83784812644677,0.9946849856514428
26196085,2,2,0,0,1,0,0,5,150.33478431578942,0.9734375
26210208,6,6,2,1,3,1,0,19,113.87672765899123,1.0
26217844,2,7,1,0,2,2,1,15,175.68069043638545,0.9989521574440052
2622207,2,4,0,0,0,0,1,7,109.50789999448855,0.9955443996664813
26268888,0,0,0,0,0,1,1,2,119.26271090534979,1.0
2627133,2,3,0,0,1,10,0,16,130.5367921170386,0.9815836154645085
26293536,4,3,1,0,3,3,3,17,125.54615328973456,0.9972779977375564
26293856,2,3,0,1,0,2,2,10,125.78165562931167,1.0
26296927,1,7,1,1,1,3,0,14,136.26851476383376,1.0
26297180,1,1,0,0,1,1,2,6,104.237242289309,1.0
26300706,2,1,1,1,0,0,1,6,134.2366872283291,0.9883730591473231
26314800,2,6,0,0,0,1,0,9,125.29094190576893,0.9585993282595382
26318563,3,6,1,0,2,0,2,14,149.17555578519992,0.9983170874575126
26320689,0,4,0,0,3,4,1,12,95.3284875649314,0.9954728724259975
26335718,2,5,0,0,0,0,0,7,137.55582793669166,0.9585858173218768
26344880,4,1,1,0,0,6,4,16,123.60939407913773,1.0
26360913,2,2,0,0,1,0,0,5,140.01004345531427,0.9937743190661479
26383104,3,3,0,1,2,3,1,13,157.57302686767966,0.9993919124353906
26392320,1,4,0,0,0,2,3,10,126.35376473283179,0.9946564885496183
26409991,2,4,0,0,1,1,1,9,131.9922442629744,0.9991319444444444
26416972,1,6,1,1,1,1,4,15,116.75381064028383,0.9929658239700374
26420295,4,4,1,2,3,5,1,20,132.5081595936214,0.9991892069327731
26544894,2,2,0,1,1,2,2,10,151.75397827717765,1.0
26551300,2,2,0,1,1,4,1,11,135.59584251004705,1.0
26579269,2,3,0,1,1,3,2,12,160.0095875217907,0.9967749557593307
26590119,1,2,0,1,2,3,3,12,155.8072616999957,0.9993489583333334
26600215,5,2,0,1,0,0,2,10,143.51267211612654,0.9915616354060404
266180,1,2,0,0,2,1,0,6,115.01264341670954,0.9973483890013495
26618872,0,1,1,0,0,0,0,2,114.0785814525463,1.0
2662348,2,1,0,0,2,3,4,12,124.34839064508782,0.9986979166666666
2663682,4,1,0,1,2,4,1,13,120.52637341969374,0.9969426324007997
26647991,1,2,2,0,1,0,1,7,181.90841003848254,0.9988662131519275
26648180,1,2,0,0,2,0,0,5,89.10590309927984,1.0
26685249,2,4,0,1,3,1,3,14,130.2330339250788,0.9977937120794264
26712736,2,1,0,0,2,2,3,10,134.60573289378334,0.9816813209352322
26728572,4,2,0,1,1,2,0,10,149.56329699402414,0.9937284080298786
26740079,1,1,0,0,1,3,0,6,125.28023851433899,0.9961038829442282
26742166,2,6,0,0,0,6,2,16,121.08709211553773,1.0
26744664,2,1,1,1,0,0,1,6,134.2366872283291,0.9883730591473231
26770806,1,2,0,0,3,3,0,9,122.37318119141517,1.0
26793328,1,2,0,1,2,1,2,9,130.7039870541838,0.9991216512955643
26798941,2,3,0,0,0,0,0,5,147.21679671612546,0.9953488372093023
26800711,1,2,0,1,2,2,3,11,94.77477690679949,1.0
26802965,3,17,1,0,6,4,13,44,137.975885344669,0.9963010246638873
26806014,1,3,0,2,0,2,2,10,148.55877366255146,1.0
26810410,2,5,2,0,1,2,0,12,137.13936792695475,0.9993489583333334
26814488,2,6,0,0,0,0,0,8,128.30791321051956,0.9637625901566421
26814832,0,10,0,0,0,0,0,10,108.51840031024949,0.965467513151285
26825502,2,6,0,0,0,0,0,8,128.30791321051953,0.9637625901566421
2683845,1,0,0,0,1,3,6,11,137.76475695909883,1.0
26852113,10,4,3,1,2,7,2,29,148.89663132350984,1.0
26854836,5,10,1,1,2,2,0,21,162.61349371693126,0.9992515410314323
26857623,0,1,0,0,0,0,0,1,83.12118312757201,1.0
26896625,1,5,0,0,1,0,0,7,150.6174289021164,0.9988795518207283
26905875,2,4,0,0,1,0,0,7,146.3084504091787,0.9933554817275747
26938512,6,1,1,1,4,5,5,23,115.01059982828872,0.9996603260869565
26939100,2,1,3,0,0,2,2,10,122.20053122589195,0.9992156862745099
26963664,3,1,0,0,0,1,0,5,87.33419331918724,1.0
2699009,2,0,0,0,0,0,0,2,149.07614197530864,0.9844052796215763
27010515,6,4,1,0,5,3,0,19,138.47527359152278,0.9963008293965144
2704397,2,1,0,0,1,2,1,7,110.17445511525082,1.0
27047584,4,3,0,0,1,1,0,9,156.5642052469136,0.9991216512955643
27049338,0,3,0,1,0,0,8,12,111.23816053490799,0.9961438301282052
27088693,2,8,0,1,2,0,1,14,147.97371578299527,0.9988839285714286
27099588,1,1,0,0,2,2,0,6,126.95805941804554,1.0
27132081,3,4,0,0,3,0,3,13,168.10832515904656,0.999361634216406
27183999,5,3,1,0,1,3,0,13,178.26119007535073,0.9969833343009268
27198390,2,4,0,0,2,3,1,12,150.64553867669756,0.9993412384716732
27214581,1,4,0,0,1,1,3,10,127.15091298954323,0.9992156862745099
27226741,1,1,1,0,1,4,4,12,119.3502776366709,0.9948118736426568
27243880,0,1,0,1,0,0,9,11,91.37281312351914,0.9992897727272727
27245610,4,5,0,2,2,4,2,19,123.28141785016088,0.9975278261314766
27271290,4,3,1,0,3,3,1,15,166.160279428155,0.9994729907773385
27273452,5,6,0,2,7,6,24,50,103.38982727927397,0.9993762159533074
27279407,2,1,0,0,1,3,1,8,146.07666196469907,0.9980430453431373
27288302,2,8,0,0,3,5,0,18,166.62913114625067,0.9991319444444444
27298045,0,1,0,0,0,0,1,2,109.98900342147994,1.0
27300602,1,4,1,0,1,1,0,8,131.52920629179525,0.9990234375
27323077,1,0,0,0,1,3,1,6,118.08846345510841,0.9734299516908212
27331012,3,3,0,0,2,1,1,10,125.42335924226559,1.0
27331643,2,2,0,1,1,0,1,7,139.20693515533142,0.9932991946778712
27332458,4,4,0,1,1,5,0,15,158.32482167352543,0.9989542322834646
27335626,0,5,1,0,3,0,16,25,132.98517941888232,0.9981394787644787
27348883,4,4,0,1,3,1,0,13,127.42211168734171,1.0
27363065,0,2,0,0,0,0,0,2,99.95685699588478,1.0
27384628,3,1,1,0,2,2,1,10,146.51801946694957,0.9968688484251969
27384751,2,2,2,2,0,0,1,9,150.18554068324184,0.9982638888888888
27409456,2,4,0,0,2,4,3,15,141.16681943021246,0.9989623865110246
27414448,2,1,1,1,1,1,1,8,115.2472584581833,0.8797254516789634
27414517,1,1,0,0,0,0,0,2,139.86355324074074,1.0
27421040,3,4,0,3,4,3,2,19,133.8808253835807,0.999171104845447
27429027,1,1,0,1,2,3,0,8,120.39348062146347,1.0
27431382,9,5,1,1,2,3,4,25,168.79329534465026,0.9984350393700788
27446438,8,19,0,0,5,4,1,37,100.82075017978836,0.9990906826850032
27479873,2,2,0,0,1,1,3,9,161.9191618441358,0.9990779160903642
27507941,1,4,0,0,2,2,1,10,119.87217790316356,0.9961299469111969
27513304,3,7,0,0,4,1,4,19,130.78669173646455,0.9971366252756656
27543211,2,3,1,1,3,4,7,21,111.89684373353296,0.99804583557626
27564247,7,7,1,0,4,4,1,24,167.1777063373414,0.9971186352981776
27565732,2,2,0,1,3,4,7,19,122.45015729594151,0.9983504256965944
2758752,5,3,0,0,2,1,9,20,159.96072771990742,0.9297650143258963
27589026,0,0,0,1,0,0,9,10,80.00006652103187,0.99921875
27592738,0,0,0,0,0,1,1,2,113.06974472736626,1.0
27592911,0,3,1,0,1,1,2,8,88.73015977673707,1.0
27607563,1,3,1,0,1,0,0,6,148.29889033564814,0.9882913829442282
27611620,1,0,1,0,2,2,0,6,109.1144427833505,0.997348724436011
27616278,3,3,0,0,1,1,1,9,183.33831747256517,0.9982098605348086
27619925,7,6,1,6,4,1,2,27,161.38846321421082,1.0
27647704,1,0,0,0,1,3,1,6,127.79051897576589,1.0
27650998,1,11,2,0,1,1,1,17,166.67476882110873,0.9972533344733241
27654541,0,1,1,0,0,0,0,2,144.2462127057613,0.99609375
27657265,3,1,0,0,0,4,0,8,153.47459221563165,1.0
27657338,3,0,0,1,0,4,0,8,101.74383107880014,0.9912714995155039
27669461,1,5,2,1,2,0,0,11,94.36720255214178,0.9950778322871346
27669906,1,1,0,0,1,3,1,7,151.5056665186497,0.9988839285714286
27671300,2,3,0,0,1,2,0,8,129.9458864213606,1.0
27689166,1,2,1,0,0,1,0,5,142.25279821323602,0.9938223938223938
27710570,5,5,0,0,2,1,0,13,167.57145905053025,0.9987443739770867
27715498,5,2,0,1,3,2,1,14,156.6911583719136,0.9983170874575126
27716188,5,5,0,3,4,2,3,22,175.30886231297976,0.9439457031528623
27718275,2,6,0,0,3,3,1,15,142.9530227939951,1.0
27723528,1,0,0,0,0,2,0,3,166.43591917438275,1.0
27728047,1,8,0,2,5,0,0,16,129.53251717021928,0.998058230377907
2773000,5,7,0,0,4,3,3,22,169.89512794037648,0.9807515066101682
27736004,0,1,1,0,0,0,0,2,127.97498016792312,0.9729280775792404
27766995,10,10,0,0,5,1,2,28,190.90179160466272,0.9961140757451395
27770457,3,6,0,0,1,1,2,13,106.04914160664745,0.9575524283058575
27771851,1,3,0,0,3,3,2,12,128.73536562821502,0.984646453423148
27772325,1,1,0,0,2,2,0,6,127.33700159143518,1.0
27772847,2,2,0,0,0,3,2,9,145.01395971429014,1.0
27776753,4,1,0,0,1,1,2,9,125.95406909079217,0.9991319444444444
27780349,0,0,0,0,1,0,1,2,130.80116898148148,1.0
27790667,2,3,0,0,3,5,2,15,116.62169271196612,0.9994791666666667
27820681,4,2,0,0,1,2,0,9,145.19305984224968,0.9513164704511602
27841086,0,4,0,0,1,0,0,5,122.16650493505658,0.9937682392996109
27844962,2,0,0,0,0,0,0,2,144.0417136863426,1.0
27859596,1,1,0,0,1,2,1,6,119.55088674724989,1.0
27864004,3,2,0,0,3,4,3,15,104.03527577374828,0.9841906668337816
27890606,1,3,0,0,2,2,0,8,141.1957248464828,0.99609375
27891073,2,0,0,0,2,1,0,5,92.57469711291154,1.0
27891712,4,3,1,0,3,4,0,15,189.93817474708507,0.9744071320356755
27893939,2,2,1,2,0,0,5,12,112.75821302458421,0.9967573790659675
27900358,2,4,0,0,3,1,1,11,148.54750405176148,0.9964488636363636
27914515,1,1,0,0,1,2,1,6,123.92318723743999,1.0
27918606,2,2,0,0,1,3,10,18,120.27384634940366,0.9949268707429297
27942030,1,2,0,0,1,1,2,7,101.72237215126212,0.9635978673078426
27944875,3,3,0,1,1,3,2,13,125.74928326474621,1.0
27960263,1,3,0,0,2,0,0,6,138.0997251652262,1.0
27960330,3,8,1,1,3,0,10,26,122.17214216128933,0.9967417018554339
27983221,4,6,0,1,3,5,1,20,148.28670079988606,0.999609375
27996736,4,4,0,1,4,3,3,19,180.68272244558156,1.0
28021840,4,3,2,0,2,3,1,15,163.60464995927637,1.0
28023868,0,1,0,0,1,3,1,6,112.18740153999487,1.0
28025441,3,7,2,1,3,2,0,18,110.46459898869742,0.9995659722222222
28029757,2,8,0,0,5,4,3,22,127.42784304153069,0.99363269827764
28038270,1,3,0,0,1,0,19,24,97.19145697811284,0.9955380129119137
28040945,1,1,0,0,1,2,0,5,113.98656970164606,1.0
28044087,0,5,0,0,3,2,0,10,154.83842418981482,0.9961299469111969
28044118,1,1,0,1,0,2,0,5,111.81382068078706,1.0
28050434,1,3,0,0,2,0,0,6,133.93267904154547,0.9935299972853135
2806219,2,1,0,3,3,4,2,15,124.90096757115911,1.0
28065722,1,5,0,0,1,2,10,19,141.58582243822084,0.9252829011946008
28068688,2,2,0,0,1,3,1,9,162.55961451903292,1.0
28069175,2,3,1,0,1,1,0,8,137.7841139754935,0.9864713452948747
28072167,0,1,0,0,0,0,0,1,118.56560956790123,0.9844357976653697
28074470,1,4,2,1,1,1,1,11,110.88261825382237,0.9104134363162019
28090636,2,2,0,0,1,2,0,7,202.64118496472662,0.9720967536113182
28095634,2,4,0,0,1,3,0,10,118.42460818544237,1.0
28095645,1,0,1,0,1,3,0,6,116.74854525677297,0.994719244904183
28096555,2,1,1,0,1,3,0,8,119.56748254183466,0.9990234375
280995,5,8,0,2,2,3,2,22,165.57137764742885,0.9933321537346343
28111359,1,1,0,1,1,0,1,5,145.3018931104868,0.9968871595330739
28120074,0,1,0,0,1,4,3,9,116.36923972673064,0.9940233876117497
28123177,0,0,0,0,0,0,1,1,119.91438528806584,1.0
28141909,1,4,0,0,1,1,0,7,124.40114211309525,0.9955572926845156
28143489,0,1,0,0,0,0,0,1,115.81260802469136,1.0
28151181,2,2,0,0,1,2,0,7,120.24772783013668,1.0
28154205,4,5,0,0,1,6,0,16,117.24002776693024,0.9980272373540856
28156030,1,4,0,0,2,0,0,7,129.74179177115482,0.9966777408637874
28156737,5,1,1,0,0,1,4,12,131.65841065176633,0.9792262959429375
28170581,5,2,2,1,1,3,3,17,116.78893216377152,0.9941492673272516
28175937,0,3,0,0,1,1,1,6,139.20782630234257,0.9960835375816993
28182653,5,3,0,0,5,1,2,16,120.98678151407884,0.9946840207585311
28188392,2,1,0,0,2,2,1,8,118.6720113369663,0.9980392156862745
28191164,5,8,0,2,2,2,4,23,128.8822658324617,0.9886213451490321
28192258,2,2,0,0,3,5,9,21,126.77234997049274,0.9985075280112045
28192489,3,2,0,0,0,0,2,7,118.12700525426222,0.9845820878544936
28192651,0,6,0,1,1,0,0,8,89.84432291666667,1.0
28194086,1,1,0,1,0,2,0,5,153.88587733096153,1.0
28194473,3,0,0,0,1,1,0,5,137.1669938914609,0.977914284151981
28197355,2,2,0,0,1,0,1,6,140.6250835095028,0.9961240310077519
28204792,1,0,0,0,3,3,0,7,134.058671025316,1.0
28213456,1,2,0,0,1,1,1,6,137.76710830332647,1.0
28214390,1,11,0,0,2,4,2,20,121.65983983571243,0.9960882786784788
