id,no_img_bathroom,no_img_bedroom,no_img_dining,no_img_hallway,no_img_kitchen,no_img_living,no_img_others,count,brightness,contrast
45664825,1,3,0,0,1,2,3,10,137.2546740787725,0.99921875
45683461,2,3,0,0,0,1,0,6,138.73811570323218,1.0
45685669,1,2,0,0,1,2,1,7,128.7843301734274,0.9740557476418565
45687621,3,5,0,1,2,10,4,25,121.61264601245595,1.0
45692972,6,6,0,2,5,1,3,23,106.95978055249326,1.0
4570849,2,2,0,3,4,3,10,24,99.17387186544732,0.9945824975425838
45710868,0,0,0,0,0,1,0,1,116.59131510416667,1.0
4571431,3,5,0,0,2,4,6,20,148.08379484261906,0.9973105244252874
4571534,9,11,2,2,3,5,4,36,158.66772076269453,0.9976195828808856
45715675,1,2,0,0,0,4,0,7,117.78759261555703,1.0
45716926,0,2,0,1,2,0,1,6,165.87254170304882,1.0
45716977,2,0,1,0,1,1,1,6,119.09719985103739,0.997390727124183
45717218,1,4,0,0,6,0,3,14,133.955010666979,1.0
45729988,3,4,0,0,1,2,0,10,119.2974515335648,0.9810267203769009
45735017,3,5,1,0,0,2,0,11,134.60892176978115,0.9957494068886703
45747894,4,2,3,0,3,2,4,18,149.92371250035723,1.0
45753733,5,3,0,0,6,3,1,18,120.43910545095767,0.9991268248331705
45763001,1,3,1,0,0,0,6,11,124.48189765631892,1.0
45767567,4,2,0,1,0,1,1,9,139.0690931418458,0.982043288726683
45775961,4,2,1,1,4,3,3,18,127.64691664226422,1.0
45776129,4,3,1,2,4,3,3,20,125.79960271186988,1.0
45779732,1,2,0,0,2,0,0,5,114.77593036265432,1.0
45781341,0,1,0,0,0,0,0,1,122.4886809406449,1.0
45792585,3,2,1,1,0,1,1,9,156.32861353428405,0.9991319444444444
45818796,1,2,0,1,1,2,0,7,147.51303034060848,1.0
45820579,3,3,1,0,1,0,0,8,127.38198224103009,1.0
45821238,3,4,0,0,0,2,0,9,135.85809013488796,0.9982638888888888
45821521,2,1,0,0,1,2,0,6,149.1889223226349,0.9810374865215364
45837582,1,3,0,1,1,0,1,7,127.13789377686838,1.0
45840399,1,6,0,2,0,0,0,9,141.48291300511545,0.9965311289344965
45873587,2,5,4,0,10,2,1,24,140.9787920765818,0.9996744791666666
45874221,1,8,1,0,3,1,2,16,140.76360572712136,1.0
45878662,1,3,0,0,2,1,0,7,105.66905936344122,1.0
45918138,5,7,0,0,5,2,0,19,153.02088691653617,0.9921436077844711
45919913,1,3,1,0,0,0,6,11,124.48189765631895,1.0
45920007,1,3,1,0,0,0,6,11,124.48189765631892,1.0
45924541,2,5,0,0,1,0,0,8,184.33730793741867,0.9577289354273186
45945996,4,3,1,0,1,4,0,13,154.51386974715098,0.9993990384615384
45948294,2,9,0,0,2,0,0,13,125.36454504985753,1.0
45948634,2,3,0,0,3,4,2,14,162.36749297050605,1.0
45951560,2,6,0,0,0,0,0,8,137.62056459780092,1.0
45962939,5,5,0,3,4,4,8,29,120.16464525019512,0.9989224137931034
45981827,4,0,0,0,0,2,2,8,106.01693389485884,0.9743929785665402
45987202,1,7,1,0,3,3,4,19,108.8997796864847,0.9952358280569845
45997402,1,4,0,1,3,1,4,14,154.46251290283735,1.0
46015763,3,2,1,0,1,2,0,9,145.55506292800771,0.9991319444444444
46024923,1,3,1,0,0,0,6,11,124.48189765631895,1.0
46024954,1,3,1,0,0,0,6,11,124.48189765631892,1.0
46024980,1,3,1,0,0,0,6,11,124.48189765631895,1.0
46025001,1,3,1,0,0,0,6,11,124.48189765631895,1.0
46025035,1,3,1,0,0,0,6,11,124.48189765631895,1.0
46059066,11,10,2,1,4,2,7,37,124.44546309450239,0.997673205287644
46061347,0,1,0,0,1,6,0,8,122.99284143518518,1.0
46061582,4,2,0,0,0,1,0,7,133.7887843790556,1.0
46079376,3,2,1,0,1,2,2,11,148.7071534028403,1.0
46080272,2,4,0,0,2,0,0,8,99.55164185255332,0.9772464305975502
46100174,0,2,0,0,4,2,0,8,129.47301717499204,0.9912252412321529
46115877,2,5,0,1,2,0,0,10,126.58523101530349,1.0
46115968,2,2,0,0,2,2,0,8,145.89818501371744,0.996116460755814
46117614,0,0,0,0,1,0,1,2,116.65418545920036,1.0
46152648,1,4,3,2,1,5,3,19,130.37115436159843,1.0
46185956,3,10,1,1,2,4,2,23,151.19720761484615,0.9989888776541961
4619707,2,4,0,0,2,4,1,13,157.87363420855166,0.9480269119857894
46233160,1,0,0,0,2,2,0,5,121.7856370285023,1.0
46234485,2,9,0,0,0,0,2,13,185.29668282126082,0.9624364409376379
46236528,4,2,0,0,4,0,0,10,115.65627091906723,0.9984313725490196
46256197,2,6,2,5,5,9,3,32,150.9831212892689,0.99877147606972
46268613,3,4,0,0,0,1,0,8,96.25086501938435,0.9980430453431373
46271786,2,1,0,1,1,0,0,5,113.18079970760235,0.9968871595330739
46295003,2,1,1,1,2,0,2,9,142.3296377852516,0.9965345330739299
46299324,1,7,0,2,2,0,1,13,125.4654454431808,0.9880839243098557
46313249,1,2,0,0,2,1,2,8,121.7912199395576,0.9990234375
46330915,0,3,1,1,1,0,0,6,137.6504398148148,0.9986979166666666
46334001,1,1,0,0,1,1,3,7,125.06966531357348,0.9988795518207283
46352456,7,6,2,2,3,3,4,27,150.46601309171015,0.9758749957778114
46365820,6,3,1,0,2,4,3,19,143.1827510045533,1.0
46365883,3,3,0,0,2,3,2,13,144.6978651359583,1.0
46366554,0,5,1,0,4,3,2,15,119.16154834214966,1.0
46392187,0,2,0,1,3,3,3,12,150.4039690717067,0.9696436376123877
46411685,4,4,0,0,2,0,0,10,127.82052549913195,0.9930498208898945
46421173,1,2,0,0,1,0,1,5,158.2020084574805,0.9333377161264874
46440706,6,4,0,0,4,2,0,16,127.16866518122669,0.99951171875
46462751,2,1,0,1,2,2,1,9,122.52100176022375,0.9732919643646031
46464515,3,1,0,0,3,0,2,9,118.34222632137345,0.9812925178677985
46479716,4,3,0,0,3,4,1,15,125.05494349940082,0.9989562908496732
46481088,2,7,0,0,2,1,1,13,142.2759763000399,0.9871802103582338
46481370,4,5,1,0,3,4,1,18,139.3295089026301,0.9995659722222222
4648986,3,12,1,2,4,3,0,25,161.6381835306892,0.9981490384615384
4649170,3,10,0,0,3,11,0,27,135.2184547137556,1.0
46500636,1,3,0,0,1,0,0,5,117.91244782021604,0.9984375
46501116,1,3,0,0,3,3,1,11,120.60009051744295,1.0
46521117,1,4,3,2,1,5,3,19,130.3820096247563,1.0
46521314,1,4,3,2,1,5,3,19,130.359961622807,1.0
4655071,3,3,0,0,1,1,1,9,150.61440602203234,0.9470449172576834
46573392,4,4,3,1,4,6,7,29,172.89162406541357,0.9973123238964176
46573519,1,2,0,0,2,0,1,6,117.69411144868826,1.0
46574549,1,1,0,1,3,1,1,8,103.7294715309928,0.9895317474354439
46577759,1,7,0,0,2,4,0,14,143.5600018378633,1.0
46580398,3,2,0,0,2,2,5,14,128.98665931692798,0.9934546720080994
46599295,1,2,0,1,2,0,2,8,127.26332112630209,1.0
46614587,2,0,0,0,1,1,1,5,105.73757194444337,1.0
46617590,1,0,0,0,0,0,0,1,160.11411313657408,1.0
46631879,6,9,2,1,2,0,1,21,121.8398310331077,0.9977632396627902
46639740,2,4,0,0,2,1,1,10,129.24555848122426,0.9968565452755905
46651624,3,11,0,0,3,7,2,26,163.43791318372772,0.9909502262443439
46656550,2,0,0,0,7,0,3,12,146.514290011165,0.9986979166666666
46656554,2,0,0,0,7,0,3,12,146.514290011165,0.9986979166666666
46671407,1,1,2,0,1,2,5,12,117.3142024723855,0.998062015503876
46681945,2,0,0,0,1,1,1,5,129.5061005658436,0.9984375
46700295,3,4,2,0,1,1,3,14,118.82032763356115,0.9915343915343915
46705662,4,6,0,1,1,2,4,18,153.73485793224862,0.9960920214389257
46706159,1,1,0,0,1,3,0,6,118.44071796767832,1.0
46721845,1,5,0,1,1,7,3,18,138.81603748713988,0.9943743687923516
46767168,1,1,0,0,0,3,3,8,169.0040655732355,0.9990196078431373
46787052,2,3,0,0,0,2,3,10,162.6793297305719,0.997662329766537
46787146,1,1,0,0,0,3,3,8,171.2634804771719,0.9990196078431373
46791583,3,2,0,0,2,1,4,12,127.99704188635974,0.9993464052287582
46844988,2,3,1,0,1,1,1,9,143.1033725298436,0.9744172608996321
46853436,7,9,4,1,8,3,4,36,162.3248244087472,0.9958259576978938
46862357,3,4,1,0,1,2,2,13,159.96858840811961,0.9840336603129146
46863158,2,2,1,1,0,3,0,9,117.31808424068358,0.9973852966861477
46867623,1,3,0,1,1,2,0,8,127.61020286503867,1.0
46878912,2,1,0,1,2,0,0,6,120.53611961082176,0.9701471373805933
46897508,2,2,0,0,0,2,0,6,164.0782638888889,0.9973958333333334
46936021,3,4,1,0,1,2,2,13,159.96858840811961,0.9840336603129146
46957304,2,2,0,1,1,3,4,13,153.53164974264394,1.0
46957370,2,2,1,0,1,2,7,15,141.64703120135644,0.9979407979407979
46978482,1,3,0,0,1,1,0,6,128.9619148394633,1.0
47019416,1,4,1,0,0,1,1,8,137.24833996631847,1.0
47025874,2,4,0,1,2,2,0,11,135.15853232849324,1.0
4704091,0,0,0,0,0,1,0,1,167.32552767821585,1.0
47042254,3,3,0,0,2,1,0,9,142.33284740560828,0.9991319444444444
47043390,2,1,0,0,0,4,0,7,138.0925068621162,1.0
47062453,3,8,0,2,2,0,4,19,172.8279872110234,0.9952358280569845
47065377,1,3,0,1,1,4,0,10,156.18149016022508,1.0
47072484,1,4,0,1,0,2,1,9,148.94425843632106,0.9991319444444444
47088396,3,0,0,0,0,4,1,8,131.4763503053835,1.0
4709294,1,0,0,1,0,0,0,2,109.68549212658382,1.0
47108186,1,4,1,1,6,2,2,17,161.89532641914795,0.9995404411764706
47108208,5,6,1,1,5,1,2,21,149.885695676869,1.0
47108282,1,6,1,0,5,2,1,16,152.19138949170525,1.0
47108326,3,4,1,0,3,0,1,12,152.77085526245284,1.0
47188283,2,4,0,0,2,0,0,8,135.10905381944445,0.9980314960629921
47301900,6,7,1,2,2,7,4,29,124.06748370664175,0.995363537427136
4732862,3,4,0,0,1,1,0,9,131.14232307522394,0.9982638888888888
47397936,1,2,0,0,1,0,1,5,118.07113339120372,0.9609375
47415139,2,1,0,0,1,1,0,5,116.67570842978395,1.0
47448363,2,1,1,0,3,3,0,10,120.24614017489712,1.0
47492882,7,15,1,3,4,1,13,44,108.80207089892284,0.9862550148741248
47503270,2,0,0,0,3,3,6,14,133.78451325120096,1.0
47515736,7,4,0,1,7,6,8,33,136.99929218110495,0.9918743524858339
47544740,0,2,0,2,1,0,0,5,139.1945161072531,1.0
47568830,0,2,0,2,1,0,0,5,139.1945161072531,1.0
47580815,3,2,0,0,0,0,0,5,122.74725202546297,0.9984375
4758858,1,5,0,0,2,3,1,12,129.19603582856487,0.9692025399432961
4770427,1,3,0,1,2,1,0,8,122.64126330690397,0.9611242450978625
47712364,3,5,1,0,0,1,0,10,113.10894212025248,0.9991701244813278
47714960,2,3,0,0,0,4,1,10,134.83060344650204,1.0
47715857,0,0,0,0,0,1,0,1,101.67524948559671,0.9921875
47724166,1,3,0,1,1,2,3,11,157.82204696813204,1.0
47781829,3,6,0,0,2,1,2,14,147.51126757437956,0.9988839285714286
47783229,2,4,0,1,1,0,1,9,120.17766893147005,0.9947593911171787
47795226,2,1,0,0,3,1,1,8,125.0754330632716,0.9990234375
47809324,2,4,0,1,1,0,0,8,142.0555429404014,0.9990234375
4782734,2,4,0,0,3,6,0,15,126.31152142275928,0.9994771241830065
47830123,3,11,0,1,3,2,0,20,102.349927734375,0.9941749589776447
47864407,0,1,0,1,1,3,0,6,131.59707767115518,1.0
47864497,1,1,1,0,1,3,1,8,121.09409689629618,1.0
47865180,2,2,0,1,3,5,0,13,133.96065982114592,1.0
47867980,6,5,0,2,4,1,1,19,130.1611837771638,0.9995888157894737
47872036,2,2,1,1,1,0,2,9,138.7058172760917,1.0
47897744,3,2,1,0,2,1,1,10,133.77999303985956,0.998443579766537
47899197,1,0,0,0,1,0,0,2,103.48331023331022,1.0
47899698,1,4,1,2,5,4,2,19,133.12022587384325,0.9995888157894737
47927483,0,0,0,0,0,0,7,7,166.24358831810017,0.9988839285714286
4798550,5,10,1,3,2,2,2,25,122.85932705083769,0.9922779376500708
48021528,2,7,1,1,3,1,4,19,140.94063292216532,0.9933740167993786
48038492,2,6,1,0,4,3,3,19,148.11952236678556,0.9991808314560721
48038552,2,2,2,0,4,2,5,17,139.54077043729544,0.9990844586861982
48038730,2,2,0,0,4,2,3,13,147.25258794794564,0.9970230360855361
48038769,2,3,1,0,6,2,3,17,145.48701020746572,0.9990844586861982
48038797,0,1,2,0,4,3,6,16,124.41457436231975,0.9995098039215686
48076870,2,3,0,1,1,1,1,9,121.77719606930935,0.9982638888888888
48077576,2,6,0,0,2,1,4,15,130.2232282092955,0.9948392294174435
48091812,0,1,0,0,1,0,0,2,128.31703533955135,0.99609375
48115896,2,1,0,0,4,2,6,15,132.41088132841452,1.0
48117950,3,3,0,1,2,1,1,11,122.5332357403498,0.9992897727272727
48122620,7,5,0,1,4,3,7,27,149.58679713835897,0.9991341962098285
48128355,1,4,3,2,1,5,3,19,130.38200962475634,1.0
48129558,1,5,0,0,5,0,2,13,165.6439966129546,0.9993990384615384
48139994,2,0,0,0,3,3,6,14,133.58014945473477,1.0
48142001,2,3,3,2,1,5,3,19,138.20298748172513,1.0
48142596,0,4,0,0,1,0,1,6,168.16766581047563,0.9986928104575163
48142852,2,1,0,0,2,2,0,7,163.35616861427758,0.9966517857142857
48142883,2,3,0,0,1,0,1,7,165.40323590694598,0.9988795518207283
48183897,1,3,0,0,1,0,0,5,131.35140207047326,0.9919258149952588
48240924,2,1,0,0,1,1,0,5,159.24322283307612,1.0
48267414,3,5,0,1,1,0,1,11,141.77480492131966,0.9985767602495543
48276071,1,2,1,0,1,1,0,6,117.25364079646776,1.0
4828663,4,8,1,1,6,0,7,27,126.21477614184586,0.972539177389104
483093,1,4,1,0,1,1,2,10,117.20703710133743,0.9686706423698241
48324161,3,2,0,2,2,1,0,10,135.68338573816874,1.0
48324716,5,6,0,2,4,1,1,19,137.57650884779562,0.9995888157894737
48324823,2,6,0,1,4,2,0,15,117.94792696116257,0.9891876729402223
48328330,3,9,1,0,1,0,0,14,159.41068143509332,0.9939303879036022
48354952,2,8,0,0,4,1,1,16,144.8673029254493,0.9975661194710442
48354996,1,1,0,0,1,0,3,6,115.35639456875857,1.0
48362553,4,3,0,1,0,2,0,10,122.28284284202762,0.9976470588235294
48369276,1,1,0,0,1,2,0,5,117.42020875128601,1.0
48369608,0,4,1,0,0,0,0,5,165.0828261831543,0.9968438745019921
48409987,1,3,0,1,1,0,0,6,171.7122294560185,0.9594822303921569
48410502,1,5,0,0,1,1,1,9,132.19238100851624,0.9972583584715937
48410652,1,2,1,0,1,0,0,5,114.8634929483882,0.9791638303005239
48414232,6,5,0,0,8,2,0,21,167.34618205510665,0.9996279761904762
48418581,5,2,2,0,2,6,4,21,134.04116728976828,0.9985147998888271
48458370,3,6,0,1,3,0,0,13,174.49476705939378,0.9674768058401693
48467334,1,5,0,1,1,2,0,10,127.44692576517488,1.0
48505772,1,3,0,1,0,2,0,7,123.04532262731482,1.0
48514969,2,2,0,0,1,1,0,6,166.10000888101172,0.994801799610895
48522245,1,2,0,0,1,1,3,8,138.84682898501802,1.0
485613,3,4,0,0,2,2,0,11,165.15145781512484,1.0
48561630,6,7,0,4,4,0,7,28,108.85806254149182,0.9980916030534351
48580459,3,2,1,1,0,2,6,15,175.19839271716668,1.0
48616567,2,2,1,0,2,2,0,9,112.01560198559322,0.9982706441850411
48622789,2,4,0,0,2,0,0,8,130.08963674513743,1.0
48627767,3,1,2,0,1,3,1,11,109.51049042216142,1.0
48633733,2,1,0,0,0,0,3,6,134.67524402006174,0.9918951955782314
48634559,0,3,0,0,0,0,2,5,130.28085275444283,0.9736263736263737
48634993,1,2,1,0,1,0,3,8,124.97266999421296,1.0
48648720,1,3,1,0,2,2,6,15,116.0177304205247,1.0
48651893,0,3,0,0,0,0,3,6,128.28618188326294,1.0
48695865,3,5,0,0,3,3,2,16,115.12925582409686,1.0
4870132,3,3,0,0,0,0,1,7,103.80837716946851,0.9726443768996961
48706802,0,4,1,0,0,0,0,5,165.0828261831543,0.9968438745019921
48707270,2,4,0,0,1,1,1,9,155.46525126293997,1.0
48707478,0,4,1,0,0,0,0,5,165.08282618315428,0.9968438745019921
48707503,0,4,1,0,0,0,0,5,165.0828261831543,0.9968438745019921
48707560,0,4,1,0,0,0,0,5,165.0828261831543,0.9968438745019921
48711982,3,3,1,0,3,1,6,17,144.065188971201,1.0
48732688,1,7,0,0,3,1,7,19,104.78979506221877,0.998374314163788
48748417,5,5,0,0,2,2,1,15,154.10076074778505,1.0
48761022,4,4,1,2,1,4,1,17,99.92572796697141,0.9981397916844834
48796014,1,1,1,0,0,2,0,5,126.0162515189576,0.9984375
48807359,1,3,1,0,0,1,0,6,127.06707770704732,0.9986979166666666
48876458,9,9,4,3,2,8,8,43,127.0560642533027,0.999277481070849
48878780,2,3,0,0,1,1,0,7,118.9189959031452,1.0
48898089,4,1,0,0,1,1,0,7,139.3174145723104,0.9770252330725343
48927082,1,4,0,0,2,0,2,9,152.0542291484786,1.0
49004141,3,2,0,3,1,1,0,10,114.12998098896341,1.0
49038597,4,8,1,0,1,4,1,19,134.4999265875433,1.0
49049572,1,3,0,0,2,2,0,8,137.19746174125515,1.0
49051246,0,4,1,0,0,0,0,5,165.0828261831543,0.9968438745019921
49057481,2,3,2,0,3,0,3,13,130.47926392103912,0.9993990384615384
49064665,2,5,0,3,3,1,3,17,114.61103281590417,0.9977164696301105
49068575,4,7,1,1,4,1,1,19,125.45040768153024,1.0
49075615,2,3,1,0,1,0,3,10,131.82734471098757,1.0
49093509,2,4,1,1,1,1,0,10,113.04340670010288,0.99921875
49110888,2,3,0,1,1,1,1,9,168.07159394177395,0.9788660313990845
49112418,1,0,0,1,1,1,1,5,112.46876607510288,1.0
49122824,1,5,0,0,3,2,0,11,153.86461623706492,0.995721859341446
49123667,2,3,0,0,2,3,0,10,158.31061267231243,0.99921875
49147722,5,20,0,2,10,5,7,49,148.47312470393396,0.9996811224489796
49157525,0,4,0,0,4,5,0,13,110.44590192146941,1.0
49158117,3,11,0,2,11,8,1,36,126.83894769697359,1.0
49175859,2,4,0,1,1,4,3,15,130.07459868533857,0.9906879578754579
49176332,3,1,2,0,4,2,4,16,143.98822067700297,0.99951171875
49187366,2,6,0,0,5,4,3,20,109.14649315954027,1.0
49187875,2,3,0,0,5,5,3,18,107.0664449404746,1.0
49188012,2,3,0,1,7,6,6,25,114.52908732092212,0.9940254629629629
49188188,2,2,0,1,5,3,3,16,113.85791038177504,0.9933198531831344
49188375,2,3,0,0,5,4,3,17,110.06186538489305,0.9995404411764706
49188452,2,5,0,0,6,4,3,20,103.80192382452053,0.9984555984555985
49188546,2,4,0,0,4,4,3,17,116.1768547839168,0.9981830570065865
49188633,2,2,0,0,5,5,3,17,111.68383174741116,1.0
49189212,1,2,0,0,1,2,2,8,134.13424287728486,1.0
49202077,1,2,0,1,2,1,3,10,148.3213485377666,0.987668063609072
49207253,1,5,0,0,3,2,3,14,126.35973533480858,0.9988839285714286
49211049,5,11,0,1,2,2,8,29,124.42481100667838,0.9997284822155852
49212469,1,2,0,0,2,1,1,7,136.02408718676514,1.0
49239318,4,11,4,2,5,4,3,33,158.33337533319303,0.9990530085429496
49256089,6,10,3,1,15,4,1,40,157.56288926950253,0.9976661119468826
49264265,2,3,1,0,1,2,1,10,149.64934308899527,0.9754191145762059
49265855,1,2,1,0,2,0,0,6,137.1288155864198,1.0
49267275,1,2,0,1,2,0,0,6,127.68293810013716,0.9986928104575163
49284200,0,0,0,1,1,1,2,5,104.50429060570987,1.0
49286950,1,0,0,0,1,3,0,5,185.72391451260287,0.996875
49299929,2,1,0,0,1,1,1,6,125.444399166238,1.0
4930822,2,2,0,1,1,4,1,11,159.71309290824917,0.9992897727272727
49335697,6,1,1,0,2,6,6,22,97.77260093703235,1.0
49384511,3,2,0,1,1,0,0,7,163.55605530753968,1.0
4939922,2,2,0,0,3,1,1,9,123.2920232813749,0.993970585197482
49400003,7,8,0,0,4,2,1,22,165.33630330796277,0.9951724644243035
49400271,8,7,0,0,4,2,1,22,163.6932674446602,0.9948173507879399
49422816,4,5,0,0,1,0,0,10,125.44384971386314,0.9961538461538462
49440981,3,0,1,0,0,1,1,6,124.94431312019547,0.9974059662775616
49445444,8,9,0,0,4,2,1,24,164.4021841189372,0.9952492382222782
49452563,10,3,0,0,3,2,0,18,166.41440703946475,0.9936690685045948
49464920,4,5,1,0,0,1,0,11,126.95948308314627,1.0
49490860,2,3,1,0,3,3,6,18,124.82865480264536,0.9995659722222222
49524472,2,4,2,0,0,2,0,10,112.92689716362392,0.9939163498098859
49545852,0,2,1,1,1,1,0,6,118.60093508873457,1.0
49599683,4,7,1,2,8,7,7,36,139.1202472482038,0.9984667768244879
49603388,0,1,0,0,0,0,0,1,139.8316898148148,1.0
49603393,2,2,0,0,0,2,0,6,138.71587770061728,1.0
49603399,0,2,0,0,0,0,0,2,192.76246961805555,1.0
49603401,2,2,0,0,0,1,0,5,160.02694791666664,1.0
49603415,1,1,0,0,0,0,0,2,123.0282595486111,1.0
49619670,1,3,1,0,1,3,1,10,128.71964314791927,1.0
49628498,0,0,0,0,2,0,0,2,124.37359447337963,1.0
4965532,3,3,0,0,1,2,1,10,107.08084389467595,0.9906654159551241
49666484,3,1,0,0,1,0,0,5,165.14596942900587,1.0
49668483,1,2,0,0,1,2,1,7,122.15850145594504,1.0
49708607,5,14,4,2,6,7,5,43,122.88490591631441,0.9980071090851507
4971631,0,0,0,0,1,0,0,1,157.6975896990741,0.9615384615384616
49729094,0,0,1,0,4,0,5,10,143.370452295779,0.99921875
49731325,1,3,0,0,3,0,1,8,134.34049589683,1.0
49733910,1,2,0,1,1,0,0,5,110.86314075360083,1.0
49746091,2,2,4,2,1,6,3,20,139.3468967530737,0.9676392572944297
49746415,0,4,3,2,2,6,3,20,143.05848689765912,0.9681818181818181
49746964,2,4,3,2,1,5,3,20,143.17645136089982,0.9685483870967742
49801645,1,3,0,0,2,0,0,6,166.61959757854612,1.0
49810230,6,12,0,2,3,3,0,26,136.808379535187,0.999388167177541
49820719,2,2,1,2,1,1,6,15,154.15824468332832,1.0
49831940,1,3,0,2,3,0,0,9,117.58301552854937,1.0
49834608,3,4,2,0,3,3,7,22,146.76607456489748,0.9996448863636364
49846031,3,7,0,2,1,4,0,17,159.56442130575226,0.9949555679161113
49866586,1,1,0,0,1,3,2,8,132.06292807998972,0.9990234375
49868820,1,0,0,0,0,0,1,2,129.40332050004287,1.0
49872169,4,6,2,0,3,7,2,24,185.71029786719112,0.9996744791666666
49872391,3,3,1,0,3,1,6,17,144.065188971201,1.0
49872722,3,1,1,0,3,1,6,15,141.19686501612654,1.0
49872983,3,3,1,0,3,1,6,17,143.8819184442402,1.0
49873252,3,3,1,0,3,1,6,17,143.88191844424023,1.0
49873368,3,2,1,0,3,1,6,16,142.7381821910446,1.0
49873685,3,2,1,0,3,1,6,16,142.7381821910446,1.0
49873819,3,2,1,0,3,1,6,16,143.4712035669126,1.0
49874015,4,3,1,0,3,1,6,18,147.7133327294882,1.0
49882267,1,5,0,0,4,3,0,13,135.05319167245224,0.9993966817496229
49895413,8,17,7,5,5,8,17,67,132.95151861919223,0.9990743815588463
49900271,1,3,1,1,4,3,3,16,112.63481600378806,1.0
49956101,1,2,0,3,0,0,2,8,121.00274197048611,1.0
49959526,2,6,0,2,0,4,2,16,126.22765508455504,1.0
4995962,2,3,0,1,2,3,0,11,131.92275130604878,0.9978693181818182
49982194,0,0,0,0,0,0,1,1,122.01674045138888,1.0
49990848,2,1,0,2,0,4,2,11,132.47472007400393,1.0
49996836,1,0,0,0,1,4,1,7,127.88652948276923,1.0
50003032,2,1,1,0,0,3,1,8,132.78022507381226,1.0
50005833,1,0,0,0,1,2,1,5,142.93434443301769,0.9984375
50019867,2,2,0,0,1,1,0,6,144.73949784057785,1.0
50040009,4,6,0,1,1,1,1,14,149.53965276629557,0.9988882712618121
50067385,1,2,0,0,1,2,1,7,126.73287004886834,1.0
50070627,1,4,0,1,2,0,2,10,131.3770010257212,1.0
50079766,3,2,0,0,1,2,0,8,125.27001782516598,0.9824730297057243
50086431,3,4,1,0,2,3,0,13,117.92842623094069,1.0
50095788,1,5,0,0,1,3,1,11,128.21235994201268,1.0
50097206,4,3,0,0,0,3,0,10,162.65039465158654,0.9768497261181125
50098964,1,2,0,1,1,4,3,12,126.05062447461496,1.0
50101285,3,1,0,0,1,1,0,6,105.31217315979502,0.9955089157114706
50108382,1,2,0,0,2,3,1,9,118.59846932870371,1.0
50111228,0,1,1,0,2,3,0,7,118.07440695837398,1.0
50124795,1,5,0,1,2,1,3,13,148.26068943964705,0.993085566119274
50124852,1,4,0,1,2,1,3,12,149.58375479763208,1.0
50127897,3,3,0,2,5,7,0,20,132.64779494696216,0.9976592898832685
50163935,3,4,0,0,2,3,16,28,146.1363790302884,1.0
50167792,2,4,0,0,1,4,1,12,138.56748103137858,0.9986772486772487
50168733,3,4,0,0,1,3,1,12,137.81004798362713,1.0
50219998,1,4,0,0,1,1,0,7,139.87788291725875,1.0
50221131,1,1,2,0,2,2,3,11,128.9826097052703,1.0
50236242,2,2,1,1,0,2,5,13,120.84384979959171,0.9993990384615384
50242800,4,1,0,0,3,2,2,12,107.99883431391459,1.0
5024842,2,5,0,0,1,1,0,9,123.14308963477363,0.9991319444444444
50253250,3,4,1,0,2,3,0,13,145.7008921311135,1.0
50262655,3,3,0,2,1,3,1,13,126.82390460539334,1.0
50265732,3,1,1,0,2,3,0,10,143.8914603748714,1.0
50278003,1,1,0,0,1,3,1,7,142.26065600198413,1.0
50278400,2,2,1,0,1,2,1,9,119.8515985439529,1.0
50278841,2,3,0,0,1,0,2,8,111.16681848186968,0.9980544747081712
502791,3,4,1,0,0,0,2,10,168.21620554393303,0.99921875
50282255,0,2,0,0,1,1,4,8,130.02347472017232,1.0
50288454,2,0,1,0,3,4,1,11,124.76944552586046,1.0
50298233,1,4,0,0,1,2,0,8,129.20644458912037,1.0
50299433,5,3,0,1,4,1,2,16,125.5379722182739,1.0
50305670,3,3,0,2,0,3,4,15,138.6560293638546,1.0
50307604,0,2,0,0,1,1,1,5,130.83980507330247,0.9984251968503937
50317137,4,3,0,2,1,3,0,13,126.91527063053971,0.9993990384615384
5031783,0,1,0,1,1,2,5,10,107.22279343492798,0.9930110266777339
50317859,6,7,0,0,3,6,1,23,136.65722139149437,0.9996603260869565
50318161,1,1,1,0,1,3,0,7,160.9687962962963,1.0
50325975,2,6,1,3,6,1,5,24,182.02664288624487,0.9958354939420063
50335544,0,2,0,0,3,1,1,7,132.3828269675926,1.0
50337652,1,5,0,2,5,4,2,19,117.25041982356791,1.0
50344164,1,3,0,0,1,0,0,5,130.5739625771605,1.0
50346136,3,5,1,1,1,1,0,12,144.52377115215623,0.9924567277568922
50346367,2,1,1,2,1,3,0,10,135.68154182741767,1.0
50368493,1,2,0,0,1,3,1,8,132.35509850019292,1.0
50369314,2,3,0,0,2,0,2,9,146.00053642727667,0.9881420335429768
50369430,1,1,0,2,2,3,0,9,131.95911011802698,0.9716366416920335
50375020,1,4,0,0,2,1,1,9,155.90681616115702,0.991342903773631
50390021,2,2,1,1,0,2,1,9,140.82175974151235,0.9982638888888888
50407308,1,6,0,1,2,0,0,10,99.40111979166667,0.99921875
50417651,5,5,2,1,2,4,0,19,136.37235859831867,1.0
50429405,0,2,0,0,1,4,0,7,143.48634600970016,1.0
50449225,1,3,0,0,1,4,0,9,115.04405922352208,1.0
